question_id,article_id,overall_score,passed,checks_passed,checks_total,grammatical_parallel,plausibility,homogeneity,specificity_balance,standard_alignment,clarity_precision,single_correct_answer,passage_reference,length_check,too_close,difficulty_assessment
quiz_302089_sibling_3,article_101011,0.7272727272727273,False,8,11,1,0,1,1,0,1,1,1,0,1,1
quiz_302089_sibling_4,article_101011,0.7272727272727273,False,8,11,1,0,1,1,0,1,1,1,0,1,1
quiz_302090,article_101011,0.8181818181818182,True,9,11,1,0,1,1,1,1,1,1,0,1,1
quiz_302090_sibling_1,article_101011,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302090_sibling_2,article_101011,0.7272727272727273,False,8,11,1,0,1,1,0,1,1,1,0,1,1
quiz_302090_sibling_3,article_101011,0.7272727272727273,False,8,11,1,0,1,1,0,1,1,1,1,1,0
quiz_302090_sibling_4,article_101011,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,0,1,1
quiz_302091,article_101011,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302091_sibling_1,article_101011,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302091_sibling_2,article_101011,0.6363636363636364,False,7,11,0,1,1,0,0,1,1,1,0,1,1
quiz_302091_sibling_3,article_101011,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,0,1,1
quiz_302091_sibling_4,article_101011,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302096,article_101012,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302096_sibling_1,article_101012,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302096_sibling_2,article_101012,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302096_sibling_3,article_101012,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302096_sibling_4,article_101012,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302097,article_101012,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302097_sibling_1,article_101012,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302097_sibling_2,article_101012,0.8181818181818182,True,9,11,1,1,1,0,1,1,1,1,0,1,1
quiz_302097_sibling_3,article_101012,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302097_sibling_4,article_101012,0.8181818181818182,True,9,11,1,0,1,1,0,1,1,1,1,1,1
quiz_302098,article_101012,0.7272727272727273,False,8,11,1,0,1,0,0,1,1,1,1,1,1
quiz_302098_sibling_1,article_101012,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,1,1,0
quiz_302098_sibling_2,article_101012,0.6363636363636364,False,7,11,1,0,0,0,0,1,1,1,1,1,1
quiz_302098_sibling_3,article_101012,0.9090909090909091,True,10,11,1,1,1,1,0,1,1,1,1,1,1
quiz_302098_sibling_4,article_101012,0.8181818181818182,True,9,11,1,0,1,1,0,1,1,1,1,1,1
quiz_302099,article_101012,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,1,1,0
quiz_302099_sibling_1,article_101012,0.6363636363636364,False,7,11,1,0,0,0,0,1,1,1,1,1,1
quiz_302099_sibling_2,article_101012,0.9090909090909091,True,10,11,1,0,1,1,1,1,1,1,1,1,1
quiz_302099_sibling_3,article_101012,0.7272727272727273,False,8,11,1,0,0,1,1,1,1,1,1,1,0
quiz_302099_sibling_4,article_101012,0.8181818181818182,True,9,11,1,0,1,1,1,1,1,1,1,1,0
quiz_302104,article_101013,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302104_sibling_1,article_101013,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302104_sibling_2,article_101013,0.6363636363636364,False,7,11,0,0,1,0,1,1,1,0,1,1,1
quiz_302104_sibling_3,article_101013,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302104_sibling_4,article_101013,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302105,article_101013,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302105_sibling_1,article_101013,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302105_sibling_2,article_101013,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302105_sibling_3,article_101013,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302105_sibling_4,article_101013,0.9090909090909091,True,10,11,1,1,1,1,0,1,1,1,1,1,1
quiz_302106,article_101013,0.9090909090909091,True,10,11,1,1,1,1,0,1,1,1,1,1,1
quiz_302106_sibling_1,article_101013,0.9090909090909091,True,10,11,1,0,1,1,1,1,1,1,1,1,1
quiz_302106_sibling_2,article_101013,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302106_sibling_3,article_101013,0.9090909090909091,True,10,11,0,1,1,1,1,1,1,1,1,1,1
quiz_302106_sibling_4,article_101013,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302107,article_101013,0.5454545454545454,False,6,11,0,0,0,1,0,1,1,1,1,1,0
quiz_302107_sibling_1,article_101013,0.8181818181818182,True,9,11,1,0,0,1,1,1,1,1,1,1,1
quiz_302107_sibling_2,article_101013,0.7272727272727273,False,8,11,1,0,0,1,1,1,1,1,0,1,1
quiz_302107_sibling_3,article_101013,0.7272727272727273,False,8,11,1,0,1,1,0,1,1,1,1,1,0
quiz_302107_sibling_4,article_101013,0.8181818181818182,True,9,11,1,0,1,1,0,1,1,1,1,1,1
quiz_302111,article_101014,0.7272727272727273,False,8,11,1,0,0,1,1,1,1,1,0,1,1
quiz_302111_sibling_1,article_101014,0.9090909090909091,True,10,11,1,0,1,1,1,1,1,1,1,1,1
quiz_302111_sibling_2,article_101014,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302111_sibling_3,article_101014,0.8181818181818182,True,9,11,0,1,1,1,1,1,1,1,0,1,1
quiz_302111_sibling_4,article_101014,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302112,article_101014,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302112_sibling_1,article_101014,0.9090909090909091,True,10,11,1,1,1,1,0,1,1,1,1,1,1
quiz_302112_sibling_2,article_101014,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302112_sibling_3,article_101014,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302112_sibling_4,article_101014,0.8181818181818182,True,9,11,1,0,1,1,0,1,1,1,1,1,1
quiz_302113,article_101014,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302113_sibling_1,article_101014,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302113_sibling_2,article_101014,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302113_sibling_3,article_101014,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,0,1
quiz_302113_sibling_4,article_101014,0.7272727272727273,False,8,11,0,1,1,0,1,1,1,1,0,1,1
quiz_302114,article_101014,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302114_sibling_1,article_101014,0.6363636363636364,False,7,11,1,0,1,1,0,1,0,1,0,1,1
quiz_302114_sibling_2,article_101014,0.8181818181818182,True,9,11,1,0,1,1,0,1,1,1,1,1,1
quiz_302114_sibling_3,article_101014,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302114_sibling_4,article_101014,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302119,article_101015,0.6363636363636364,False,7,11,1,0,1,1,0,1,1,1,0,1,0
quiz_302119_sibling_1,article_101015,0.9090909090909091,True,10,11,1,1,1,1,0,1,1,1,1,1,1
quiz_302119_sibling_2,article_101015,0.9090909090909091,True,10,11,1,1,1,1,0,1,1,1,1,1,1
quiz_302119_sibling_3,article_101015,0.7272727272727273,False,8,11,1,0,0,1,0,1,1,1,1,1,1
quiz_302119_sibling_4,article_101015,0.8181818181818182,True,9,11,1,0,1,1,0,1,1,1,1,1,1
quiz_302120,article_101015,0.9090909090909091,True,10,11,1,1,1,0,1,1,1,1,1,1,1
quiz_302120_sibling_1,article_101015,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302120_sibling_2,article_101015,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302120_sibling_3,article_101015,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302120_sibling_4,article_101015,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302121,article_101015,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,1,1,0
quiz_302121_sibling_1,article_101015,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,1,1,0
quiz_302121_sibling_2,article_101015,0.8181818181818182,True,9,11,1,0,1,1,1,1,1,1,0,1,1
quiz_302121_sibling_3,article_101015,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302121_sibling_4,article_101015,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302122,article_101015,0.7272727272727273,False,8,11,1,0,1,1,1,0,1,0,1,1,1
quiz_302122_sibling_1,article_101015,0.8181818181818182,True,9,11,1,0,1,1,1,0,1,1,1,1,1
quiz_302122_sibling_2,article_101015,0.7272727272727273,False,8,11,0,1,1,1,1,1,1,1,0,1,0
quiz_302122_sibling_3,article_101015,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302122_sibling_4,article_101015,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302123,article_101015,0.7272727272727273,False,8,11,1,1,1,1,0,0,0,1,1,1,1
quiz_302123_sibling_1,article_101015,0.8181818181818182,True,9,11,1,1,1,1,1,0,1,0,1,1,1
quiz_302123_sibling_2,article_101015,0.7272727272727273,False,8,11,1,1,1,1,0,0,1,0,1,1,1
quiz_302123_sibling_3,article_101015,0.9090909090909091,True,10,11,1,0,1,1,1,1,1,1,1,1,1
quiz_302123_sibling_4,article_101015,0.7272727272727273,False,8,11,1,0,1,1,0,1,1,1,1,1,0
quiz_302128,article_101016,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302128_sibling_1,article_101016,0.7272727272727273,False,8,11,1,0,0,1,1,1,1,1,0,1,1
quiz_302128_sibling_2,article_101016,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302128_sibling_3,article_101016,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302128_sibling_4,article_101016,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302129,article_101016,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302129_sibling_1,article_101016,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302129_sibling_2,article_101016,0.7272727272727273,False,8,11,1,0,1,1,0,1,1,1,1,1,0
quiz_302129_sibling_3,article_101016,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302129_sibling_4,article_101016,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302130,article_101016,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302130_sibling_1,article_101016,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302130_sibling_2,article_101016,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302130_sibling_3,article_101016,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,0,1,1,1
quiz_302130_sibling_4,article_101016,0.7272727272727273,False,8,11,1,1,1,1,1,1,0,0,1,1,0
quiz_302131,article_101016,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302131_sibling_1,article_101016,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,0,1,1,1
quiz_302131_sibling_2,article_101016,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302135,article_101017,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302135_sibling_1,article_101017,0.9090909090909091,True,10,11,1,0,1,1,1,1,1,1,1,1,1
quiz_302135_sibling_2,article_101017,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302135_sibling_3,article_101017,0.6363636363636364,False,7,11,1,0,1,1,0,1,1,1,0,1,0
quiz_302135_sibling_4,article_101017,0.7272727272727273,False,8,11,0,1,1,1,1,1,1,1,0,1,0
quiz_302136,article_101017,0.6363636363636364,False,7,11,1,1,1,1,0,0,0,0,1,1,1
quiz_302136_sibling_1,article_101017,0.5454545454545454,False,6,11,1,1,1,1,0,0,0,0,0,1,1
quiz_302136_sibling_2,article_101017,0.5454545454545454,False,6,11,0,1,1,1,0,0,1,0,0,1,1
quiz_302136_sibling_3,article_101017,0.6363636363636364,False,7,11,1,1,1,1,0,0,0,0,1,1,1
quiz_302136_sibling_4,article_101017,0.5454545454545454,False,6,11,1,0,1,1,0,0,1,0,0,1,1
quiz_302137,article_101017,0.8181818181818182,True,9,11,1,1,1,0,1,1,1,1,0,1,1
quiz_302137_sibling_1,article_101017,0.9090909090909091,True,10,11,1,1,1,1,1,1,0,1,1,1,1
quiz_302137_sibling_2,article_101017,0.8181818181818182,True,9,11,1,0,1,1,0,1,1,1,1,1,1
quiz_302137_sibling_3,article_101017,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,1,1,0
quiz_302137_sibling_4,article_101017,0.8181818181818182,True,9,11,1,0,1,1,1,1,1,1,0,1,1
quiz_302138,article_101017,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302138_sibling_1,article_101017,0.6363636363636364,False,7,11,1,0,0,1,0,1,1,1,0,1,1
quiz_302138_sibling_2,article_101017,0.6363636363636364,False,7,11,1,0,0,1,0,1,1,1,0,1,1
quiz_302138_sibling_3,article_101017,0.8181818181818182,True,9,11,1,0,1,1,0,1,1,1,1,1,1
quiz_302138_sibling_4,article_101017,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,1,1,0
quiz_302143,article_101018,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302143_sibling_1,article_101018,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302143_sibling_2,article_101018,0.8181818181818182,True,9,11,1,0,1,1,1,1,1,1,0,1,1
quiz_302143_sibling_3,article_101018,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302143_sibling_4,article_101018,0.7272727272727273,False,8,11,1,0,1,0,1,1,1,1,0,1,1
quiz_302144,article_101018,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302144_sibling_1,article_101018,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302144_sibling_2,article_101018,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302144_sibling_3,article_101018,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302144_sibling_4,article_101018,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302145,article_101018,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302145_sibling_1,article_101018,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302145_sibling_2,article_101018,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302145_sibling_3,article_101018,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302145_sibling_4,article_101018,0.8181818181818182,True,9,11,1,0,1,1,1,1,1,1,0,1,1
quiz_302146,article_101018,0.9090909090909091,True,10,11,1,0,1,1,1,1,1,1,1,1,1
quiz_302146_sibling_1,article_101018,0.8181818181818182,True,9,11,1,0,1,1,1,1,1,1,1,1,0
quiz_302146_sibling_2,article_101018,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302146_sibling_3,article_101018,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302146_sibling_4,article_101018,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302151,article_101019,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302151_sibling_1,article_101019,0.9090909090909091,True,10,11,1,0,1,1,1,1,1,1,1,1,1
quiz_302151_sibling_2,article_101019,0.8181818181818182,True,9,11,1,0,1,1,1,1,1,1,0,1,1
quiz_302151_sibling_3,article_101019,0.9090909090909091,True,10,11,1,0,1,1,1,1,1,1,1,1,1
quiz_302151_sibling_4,article_101019,0.8181818181818182,True,9,11,1,1,1,1,1,1,1,1,0,1,0
quiz_302152,article_101019,0.6363636363636364,False,7,11,1,0,1,1,0,1,1,1,0,1,0
quiz_302152_sibling_1,article_101019,0.7272727272727273,False,8,11,1,1,0,1,0,1,1,1,0,1,1
quiz_302152_sibling_2,article_101019,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,0,1,1
quiz_302152_sibling_3,article_101019,0.7272727272727273,False,8,11,1,1,1,1,0,1,1,0,1,1,0
quiz_302152_sibling_4,article_101019,0.6363636363636364,False,7,11,0,0,0,1,0,1,1,1,1,1,1
quiz_302153,article_101019,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302153_sibling_1,article_101019,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302153_sibling_2,article_101019,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302153_sibling_3,article_101019,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302153_sibling_4,article_101019,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302154,article_101019,0.7272727272727273,False,8,11,1,1,1,1,0,0,1,0,1,1,1
quiz_302154_sibling_1,article_101019,0.8181818181818182,True,9,11,1,0,1,1,1,1,1,1,1,1,0
quiz_302154_sibling_2,article_101019,0.8181818181818182,True,9,11,1,0,0,1,1,1,1,1,1,1,1
quiz_302154_sibling_3,article_101019,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302154_sibling_4,article_101019,0.8181818181818182,True,9,11,1,1,1,1,1,1,1,1,0,1,0
quiz_302160,article_101020,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302160_sibling_1,article_101020,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302160_sibling_2,article_101020,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302160_sibling_3,article_101020,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302160_sibling_4,article_101020,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302161,article_101020,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302161_sibling_1,article_101020,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302161_sibling_2,article_101020,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302161_sibling_3,article_101020,0.7272727272727273,False,8,11,1,1,1,1,0,0,1,1,1,1,0
quiz_302161_sibling_4,article_101020,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302162,article_101020,0.9090909090909091,True,10,11,1,0,1,1,1,1,1,1,1,1,1
quiz_302162_sibling_1,article_101020,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302162_sibling_2,article_101020,0.9090909090909091,True,10,11,1,0,1,1,1,1,1,1,1,1,1
quiz_302162_sibling_3,article_101020,0.9090909090909091,True,10,11,1,1,0,1,1,1,1,1,1,1,1
quiz_302162_sibling_4,article_101020,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302163,article_101020,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302163_sibling_1,article_101020,0.9090909090909091,True,10,11,1,1,1,1,0,1,1,1,1,1,1
quiz_302163_sibling_2,article_101020,0.8181818181818182,True,9,11,1,1,1,0,1,1,1,1,1,1,0
quiz_302163_sibling_3,article_101020,0.9090909090909091,True,10,11,1,1,1,1,0,1,1,1,1,1,1
quiz_302163_sibling_4,article_101020,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302168,article_101021,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302168_sibling_1,article_101021,0.9090909090909091,True,10,11,1,0,1,1,1,1,1,1,1,1,1
quiz_302168_sibling_2,article_101021,0.8181818181818182,True,9,11,1,0,1,1,1,1,1,1,1,1,0
quiz_302168_sibling_3,article_101021,0.8181818181818182,True,9,11,1,0,1,1,1,1,1,1,0,1,1
quiz_302168_sibling_4,article_101021,0.8181818181818182,True,9,11,1,0,1,1,1,1,1,1,0,1,1
quiz_302169,article_101021,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302169_sibling_1,article_101021,0.8181818181818182,True,9,11,1,0,0,1,1,1,1,1,1,1,1
quiz_302169_sibling_2,article_101021,0.9090909090909091,True,10,11,1,1,1,1,0,1,1,1,1,1,1
quiz_302169_sibling_3,article_101021,0.8181818181818182,True,9,11,0,1,1,1,0,1,1,1,1,1,1
quiz_302169_sibling_4,article_101021,0.8181818181818182,True,9,11,1,0,0,1,1,1,1,1,1,1,1
quiz_302170,article_101021,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302170_sibling_1,article_101021,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302170_sibling_2,article_101021,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302170_sibling_3,article_101021,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
