question_id,article_id,overall_score,passed,checks_passed,checks_total,grammatical_parallel,plausibility,homogeneity,specificity_balance,standard_alignment,clarity_precision,single_correct_answer,passage_reference,length_check,too_close,difficulty_assessment
quiz_302251_sibling_1,article_101031,0.9090909090909091,True,10,11,1,1,1,1,0,1,1,1,1,1,1
quiz_302251_sibling_2,article_101031,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302251_sibling_3,article_101031,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302251_sibling_4,article_101031,0.8181818181818182,True,9,11,1,1,1,0,1,1,1,1,0,1,1
quiz_302256,article_101032,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,0,1,1,1
quiz_302256_sibling_1,article_101032,0.9090909090909091,True,10,11,1,1,0,1,1,1,1,1,1,1,1
quiz_302256_sibling_2,article_101032,0.8181818181818182,True,9,11,1,1,1,1,1,1,1,1,0,1,0
quiz_302256_sibling_3,article_101032,0.6363636363636364,False,7,11,1,0,1,0,1,1,1,1,0,1,0
quiz_302256_sibling_4,article_101032,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302257,article_101032,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302257_sibling_1,article_101032,0.6363636363636364,False,7,11,1,0,0,0,1,1,1,1,0,1,1
quiz_302257_sibling_2,article_101032,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302257_sibling_3,article_101032,0.7272727272727273,False,8,11,1,0,1,1,0,1,1,1,1,1,0
quiz_302257_sibling_4,article_101032,0.6363636363636364,False,7,11,0,1,0,0,1,1,1,1,1,1,0
quiz_302258,article_101032,0.9090909090909091,True,10,11,1,0,1,1,1,1,1,1,1,1,1
quiz_302258_sibling_1,article_101032,0.7272727272727273,False,8,11,1,0,1,1,0,1,1,1,0,1,1
quiz_302258_sibling_2,article_101032,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302258_sibling_3,article_101032,0.7272727272727273,False,8,11,1,0,1,0,1,1,1,1,1,1,0
quiz_302258_sibling_4,article_101032,0.8181818181818182,True,9,11,1,0,1,1,0,1,1,1,1,1,1
quiz_302259,article_101032,0.8181818181818182,True,9,11,1,1,1,0,1,1,1,1,1,1,0
quiz_302259_sibling_1,article_101032,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302259_sibling_2,article_101032,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302259_sibling_3,article_101032,0.9090909090909091,True,10,11,1,0,1,1,1,1,1,1,1,1,1
quiz_302264,article_101033,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,0,1,1
quiz_302264_sibling_1,article_101033,0.8181818181818182,True,9,11,1,0,1,1,0,1,1,1,1,1,1
quiz_302264_sibling_2,article_101033,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,0,1,1
quiz_302264_sibling_3,article_101033,0.9090909090909091,True,10,11,1,1,1,1,0,1,1,1,1,1,1
quiz_302264_sibling_4,article_101033,0.9090909090909091,True,10,11,1,1,1,1,0,1,1,1,1,1,1
quiz_302265,article_101033,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302265_sibling_1,article_101033,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302265_sibling_2,article_101033,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302265_sibling_3,article_101033,0.9090909090909091,True,10,11,1,0,1,1,1,1,1,1,1,1,1
quiz_302265_sibling_4,article_101033,0.8181818181818182,True,9,11,1,0,1,1,1,0,1,1,1,1,1
quiz_302266,article_101033,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302266_sibling_1,article_101033,0.8181818181818182,True,9,11,1,0,0,1,1,1,1,1,1,1,1
quiz_302266_sibling_2,article_101033,0.8181818181818182,True,9,11,1,0,0,1,1,1,1,1,1,1,1
quiz_302266_sibling_3,article_101033,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,0,1,1
quiz_302266_sibling_4,article_101033,0.45454545454545453,False,5,11,0,0,0,0,0,1,1,1,0,1,1
quiz_302267,article_101033,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302267_sibling_1,article_101033,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302267_sibling_2,article_101033,0.8181818181818182,True,9,11,1,1,1,1,1,1,1,1,0,1,0
quiz_302267_sibling_3,article_101033,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,0,1,1
quiz_302267_sibling_4,article_101033,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302268,article_101033,0.6363636363636364,False,7,11,0,0,0,1,0,1,1,1,1,1,1
quiz_302268_sibling_1,article_101033,0.7272727272727273,False,8,11,0,1,0,1,0,1,1,1,1,1,1
quiz_302268_sibling_2,article_101033,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302268_sibling_3,article_101033,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302268_sibling_4,article_101033,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,0,1,1
quiz_302273,article_101034,0.8181818181818182,True,9,11,1,0,1,1,1,1,1,1,0,1,1
quiz_302273_sibling_1,article_101034,0.7272727272727273,False,8,11,1,0,0,1,1,1,1,1,1,1,0
quiz_302273_sibling_2,article_101034,0.9090909090909091,True,10,11,1,1,1,1,0,1,1,1,1,1,1
quiz_302273_sibling_3,article_101034,0.7272727272727273,False,8,11,1,0,0,1,1,1,1,1,0,1,1
quiz_302273_sibling_4,article_101034,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302274,article_101034,0.6363636363636364,False,7,11,0,1,1,0,0,1,1,1,0,1,1
quiz_302274_sibling_1,article_101034,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302274_sibling_2,article_101034,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302274_sibling_3,article_101034,0.8181818181818182,True,9,11,1,0,1,1,1,1,1,1,0,1,1
quiz_302274_sibling_4,article_101034,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302275,article_101034,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,0,1,1
quiz_302275_sibling_1,article_101034,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302275_sibling_2,article_101034,0.7272727272727273,False,8,11,1,0,1,1,0,1,1,1,1,1,0
quiz_302275_sibling_3,article_101034,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302275_sibling_4,article_101034,0.8181818181818182,True,9,11,1,0,1,1,1,1,1,1,1,1,0
quiz_302276,article_101034,0.8181818181818182,True,9,11,1,0,1,1,1,1,1,1,0,1,1
quiz_302276_sibling_1,article_101034,0.8181818181818182,True,9,11,1,0,0,1,1,1,1,1,1,1,1
quiz_302276_sibling_2,article_101034,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302276_sibling_3,article_101034,0.8181818181818182,True,9,11,1,1,1,1,1,1,1,1,0,1,0
quiz_302276_sibling_4,article_101034,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302281,article_101035,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,1,1,0
quiz_302281_sibling_1,article_101035,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,0,1,1
quiz_302281_sibling_2,article_101035,0.7272727272727273,False,8,11,0,1,0,1,0,1,1,1,1,1,1
quiz_302281_sibling_3,article_101035,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,0,1,1
quiz_302281_sibling_4,article_101035,0.9090909090909091,True,10,11,1,1,1,1,0,1,1,1,1,1,1
quiz_302282,article_101035,0.8181818181818182,True,9,11,1,0,0,1,1,1,1,1,1,1,1
quiz_302282_sibling_1,article_101035,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302282_sibling_2,article_101035,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302282_sibling_3,article_101035,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302282_sibling_4,article_101035,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302283,article_101035,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302283_sibling_1,article_101035,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302283_sibling_2,article_101035,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302283_sibling_3,article_101035,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302283_sibling_4,article_101035,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302284,article_101035,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302284_sibling_1,article_101035,0.8181818181818182,True,9,11,1,0,0,1,1,1,1,1,1,1,1
quiz_302284_sibling_2,article_101035,0.9090909090909091,True,10,11,1,0,1,1,1,1,1,1,1,1,1
quiz_302284_sibling_3,article_101035,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302284_sibling_4,article_101035,0.8181818181818182,True,9,11,1,0,0,1,1,1,1,1,1,1,1
quiz_302288,article_101036,0.6363636363636364,False,7,11,0,0,0,1,0,1,1,1,1,1,1
quiz_302288_sibling_1,article_101036,0.6363636363636364,False,7,11,1,0,0,1,0,1,1,1,0,1,1
quiz_302288_sibling_2,article_101036,0.7272727272727273,False,8,11,1,0,1,0,0,1,1,1,1,1,1
quiz_302288_sibling_3,article_101036,0.8181818181818182,True,9,11,1,0,1,1,0,1,1,1,1,1,1
quiz_302288_sibling_4,article_101036,0.8181818181818182,True,9,11,1,0,1,1,0,1,1,1,1,1,1
quiz_302289,article_101036,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302289_sibling_1,article_101036,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302289_sibling_2,article_101036,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302289_sibling_3,article_101036,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302289_sibling_4,article_101036,0.8181818181818182,True,9,11,1,0,0,1,1,1,1,1,1,1,1
quiz_302290,article_101036,0.6363636363636364,False,7,11,0,0,1,0,1,1,1,1,0,1,1
quiz_302290_sibling_1,article_101036,0.8181818181818182,True,9,11,1,0,1,1,1,1,1,1,0,1,1
quiz_302290_sibling_2,article_101036,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302290_sibling_3,article_101036,0.8181818181818182,True,9,11,1,0,1,1,1,1,1,1,0,1,1
quiz_302290_sibling_4,article_101036,0.8181818181818182,True,9,11,1,0,1,1,1,1,1,1,0,1,1
quiz_302291,article_101036,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302291_sibling_1,article_101036,0.7272727272727273,False,8,11,1,0,1,0,1,1,1,1,1,1,0
quiz_302291_sibling_2,article_101036,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302291_sibling_3,article_101036,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302291_sibling_4,article_101036,0.5454545454545454,False,6,11,0,0,1,0,0,1,1,1,1,1,0
quiz_302296,article_101037,0.8181818181818182,True,9,11,1,0,0,1,1,1,1,1,1,1,1
quiz_302296_sibling_1,article_101037,0.5454545454545454,False,6,11,1,0,0,1,0,1,1,1,0,1,0
quiz_302296_sibling_2,article_101037,0.9090909090909091,True,10,11,1,1,1,1,0,1,1,1,1,1,1
quiz_302296_sibling_3,article_101037,0.9090909090909091,True,10,11,1,1,1,1,0,1,1,1,1,1,1
quiz_302296_sibling_4,article_101037,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302297,article_101037,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302297_sibling_1,article_101037,0.8181818181818182,True,9,11,1,0,1,1,1,1,1,1,0,1,1
quiz_302297_sibling_2,article_101037,0.7272727272727273,False,8,11,1,1,1,1,0,1,1,1,0,1,0
quiz_302297_sibling_3,article_101037,0.2727272727272727,False,3,11,0,0,0,0,0,0,0,1,1,1,0
quiz_302297_sibling_4,article_101037,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302298,article_101037,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,0,1,1
quiz_302298_sibling_1,article_101037,0.7272727272727273,False,8,11,1,1,1,1,0,1,1,1,0,1,0
quiz_302298_sibling_2,article_101037,0.7272727272727273,False,8,11,1,1,1,1,0,1,1,1,0,1,0
quiz_302298_sibling_3,article_101037,0.5454545454545454,False,6,11,1,1,1,1,0,0,0,0,1,1,0
quiz_302298_sibling_4,article_101037,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,1,1,0
quiz_302299,article_101037,0.9090909090909091,True,10,11,1,0,1,1,1,1,1,1,1,1,1
quiz_302299_sibling_1,article_101037,0.6363636363636364,False,7,11,1,0,1,0,1,1,1,1,0,1,0
quiz_302299_sibling_2,article_101037,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302299_sibling_3,article_101037,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,1,1,0
quiz_302299_sibling_4,article_101037,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302304,article_101038,0.9090909090909091,True,10,11,1,1,1,1,0,1,1,1,1,1,1
quiz_302304_sibling_1,article_101038,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,0,1,1
quiz_302304_sibling_2,article_101038,0.9090909090909091,True,10,11,1,1,1,1,0,1,1,1,1,1,1
quiz_302304_sibling_3,article_101038,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302304_sibling_4,article_101038,0.7272727272727273,False,8,11,1,1,1,1,0,0,1,1,1,1,0
quiz_302305,article_101038,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302305_sibling_1,article_101038,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302305_sibling_2,article_101038,0.8181818181818182,True,9,11,0,1,1,1,1,1,0,1,1,1,1
quiz_302305_sibling_3,article_101038,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302305_sibling_4,article_101038,0.9090909090909091,True,10,11,1,0,1,1,1,1,1,1,1,1,1
quiz_302306,article_101038,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302306_sibling_1,article_101038,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302306_sibling_2,article_101038,0.8181818181818182,True,9,11,0,1,1,1,1,1,1,1,0,1,1
quiz_302306_sibling_3,article_101038,0.9090909090909091,True,10,11,1,0,1,1,1,1,1,1,1,1,1
quiz_302306_sibling_4,article_101038,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302307,article_101038,0.9090909090909091,True,10,11,1,1,1,1,0,1,1,1,1,1,1
quiz_302307_sibling_1,article_101038,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,0,1,1
quiz_302307_sibling_2,article_101038,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,0,1,1
quiz_302307_sibling_3,article_101038,0.9090909090909091,True,10,11,1,1,1,1,0,1,1,1,1,1,1
quiz_302307_sibling_4,article_101038,0.6363636363636364,False,7,11,1,0,1,1,0,0,1,1,0,1,1
quiz_302312,article_101039,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,1,1,0
quiz_302312_sibling_1,article_101039,0.9090909090909091,True,10,11,1,1,1,1,0,1,1,1,1,1,1
quiz_302312_sibling_2,article_101039,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,0,1,1
quiz_302312_sibling_3,article_101039,0.9090909090909091,True,10,11,1,1,1,1,0,1,1,1,1,1,1
quiz_302312_sibling_4,article_101039,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302313,article_101039,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302313_sibling_1,article_101039,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302313_sibling_2,article_101039,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,1,1,0
quiz_302313_sibling_3,article_101039,0.7272727272727273,False,8,11,1,1,1,1,0,1,0,1,1,1,0
quiz_302313_sibling_4,article_101039,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,1,1,0
quiz_302314,article_101039,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302314_sibling_1,article_101039,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,0,1,1
quiz_302314_sibling_2,article_101039,0.7272727272727273,False,8,11,1,0,1,1,0,1,1,1,0,1,1
quiz_302314_sibling_3,article_101039,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302314_sibling_4,article_101039,0.7272727272727273,False,8,11,1,0,1,1,0,1,1,1,0,1,1
quiz_302315,article_101039,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302315_sibling_1,article_101039,0.8181818181818182,True,9,11,1,0,1,1,1,1,1,1,1,1,0
quiz_302315_sibling_2,article_101039,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302315_sibling_3,article_101039,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302315_sibling_4,article_101039,0.8181818181818182,True,9,11,1,0,0,1,1,1,1,1,1,1,1
quiz_302316,article_101039,0.9090909090909091,True,10,11,1,0,1,1,1,1,1,1,1,1,1
quiz_302316_sibling_1,article_101039,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,1,1,0
quiz_302316_sibling_2,article_101039,0.9090909090909091,True,10,11,1,1,1,1,0,1,1,1,1,1,1
quiz_302316_sibling_3,article_101039,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302316_sibling_4,article_101039,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302321,article_101040,0.9090909090909091,True,10,11,1,1,1,1,0,1,1,1,1,1,1
quiz_302321_sibling_1,article_101040,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302321_sibling_2,article_101040,0.6363636363636364,False,7,11,1,0,1,1,0,0,1,1,0,1,1
quiz_302321_sibling_3,article_101040,0.8181818181818182,True,9,11,1,0,1,1,0,1,1,1,1,1,1
quiz_302321_sibling_4,article_101040,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,0,1,1
quiz_302322,article_101040,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302322_sibling_1,article_101040,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302322_sibling_2,article_101040,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302322_sibling_3,article_101040,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302322_sibling_4,article_101040,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302323,article_101040,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,0,1,1
quiz_302323_sibling_1,article_101040,0.6363636363636364,False,7,11,1,1,1,1,0,0,1,0,0,1,1
quiz_302323_sibling_2,article_101040,0.8181818181818182,True,9,11,1,0,1,1,0,1,1,1,1,1,1
quiz_302323_sibling_3,article_101040,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,0,1,1,1
quiz_302323_sibling_4,article_101040,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,0,1,1,1
quiz_302324,article_101040,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302324_sibling_1,article_101040,0.9090909090909091,True,10,11,1,0,1,1,1,1,1,1,1,1,1
quiz_302324_sibling_2,article_101040,0.8181818181818182,True,9,11,1,0,1,1,1,1,1,1,0,1,1
quiz_302324_sibling_3,article_101040,0.9090909090909091,True,10,11,1,0,1,1,1,1,1,1,1,1,1
quiz_302324_sibling_4,article_101040,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302328,article_101041,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302328_sibling_1,article_101041,0.8181818181818182,True,9,11,1,1,1,1,1,1,1,1,0,1,0
quiz_302328_sibling_2,article_101041,0.9090909090909091,True,10,11,1,1,1,1,0,1,1,1,1,1,1
quiz_302328_sibling_3,article_101041,0.8181818181818182,True,9,11,1,0,1,1,1,1,1,1,1,1,0
quiz_302328_sibling_4,article_101041,0.8181818181818182,True,9,11,1,1,1,1,1,1,1,1,0,1,0
quiz_302329,article_101041,0.9090909090909091,True,10,11,1,1,1,1,0,1,1,1,1,1,1
quiz_302329_sibling_1,article_101041,0.7272727272727273,False,8,11,1,1,1,1,0,1,0,1,1,1,0
quiz_302329_sibling_2,article_101041,0.9090909090909091,True,10,11,1,1,1,1,0,1,1,1,1,1,1
quiz_302329_sibling_3,article_101041,0.7272727272727273,False,8,11,1,0,1,1,0,1,1,1,1,1,0
quiz_302329_sibling_4,article_101041,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302330,article_101041,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302330_sibling_1,article_101041,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302330_sibling_2,article_101041,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,1,1,0
quiz_302330_sibling_3,article_101041,0.8181818181818182,True,9,11,1,0,1,1,1,1,1,1,1,1,0
