question_id,article_id,overall_score,passed,checks_passed,checks_total,grammatical_parallel,plausibility,homogeneity,specificity_balance,standard_alignment,clarity_precision,single_correct_answer,passage_reference,length_check,too_close,difficulty_assessment
quiz_302330_sibling_4,article_101041,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302331,article_101041,0.8181818181818182,True,9,11,1,0,1,1,1,1,1,1,0,1,1
quiz_302331_sibling_1,article_101041,0.6363636363636364,False,7,11,0,0,0,1,1,1,1,1,1,1,0
quiz_302331_sibling_2,article_101041,0.7272727272727273,False,8,11,1,1,1,1,0,1,1,1,0,1,0
quiz_302331_sibling_3,article_101041,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302331_sibling_4,article_101041,0.8181818181818182,True,9,11,1,0,1,1,1,1,1,1,1,1,0
quiz_302336,article_101042,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,1,1,0
quiz_302336_sibling_1,article_101042,0.7272727272727273,False,8,11,1,0,1,1,0,1,1,1,0,1,1
quiz_302336_sibling_2,article_101042,0.6363636363636364,False,7,11,1,0,1,1,0,0,1,0,1,1,1
quiz_302336_sibling_3,article_101042,0.9090909090909091,True,10,11,1,1,1,1,0,1,1,1,1,1,1
quiz_302336_sibling_4,article_101042,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,1,1,0
quiz_302337,article_101042,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302337_sibling_1,article_101042,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302337_sibling_2,article_101042,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302337_sibling_3,article_101042,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302337_sibling_4,article_101042,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302338,article_101042,0.8181818181818182,True,9,11,1,1,1,1,1,0,1,1,1,1,0
quiz_302338_sibling_1,article_101042,0.8181818181818182,True,9,11,1,0,0,1,1,1,1,1,1,1,1
quiz_302338_sibling_2,article_101042,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,1,1,0
quiz_302338_sibling_3,article_101042,0.8181818181818182,True,9,11,1,0,1,1,1,1,1,1,1,1,0
quiz_302338_sibling_4,article_101042,0.7272727272727273,False,8,11,1,0,0,1,1,1,1,1,1,1,0
quiz_302339,article_101042,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302339_sibling_1,article_101042,0.8181818181818182,True,9,11,1,1,1,1,1,0,1,1,1,1,0
quiz_302339_sibling_2,article_101042,0.7272727272727273,False,8,11,1,1,1,1,1,1,1,0,0,1,0
quiz_302339_sibling_3,article_101042,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302339_sibling_4,article_101042,0.7272727272727273,False,8,11,1,0,1,1,1,1,1,0,1,1,0
quiz_302344,article_101043,0.9090909090909091,True,10,11,1,1,1,1,0,1,1,1,1,1,1
quiz_302344_sibling_1,article_101043,0.9090909090909091,True,10,11,1,1,1,1,0,1,1,1,1,1,1
quiz_302344_sibling_2,article_101043,0.8181818181818182,True,9,11,0,1,1,1,0,1,1,1,1,1,1
quiz_302344_sibling_3,article_101043,0.7272727272727273,False,8,11,1,0,0,1,0,1,1,1,1,1,1
quiz_302344_sibling_4,article_101043,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,1,1,0
quiz_302345,article_101043,0.7272727272727273,False,8,11,0,0,0,1,1,1,1,1,1,1,1
quiz_302345_sibling_1,article_101043,0.8181818181818182,True,9,11,1,0,1,0,1,1,1,1,1,1,1
quiz_302345_sibling_2,article_101043,0.9090909090909091,True,10,11,1,0,1,1,1,1,1,1,1,1,1
quiz_302345_sibling_3,article_101043,0.8181818181818182,True,9,11,1,1,1,1,0,0,1,1,1,1,1
quiz_302345_sibling_4,article_101043,0.6363636363636364,False,7,11,1,0,1,1,0,1,1,1,0,1,0
quiz_302346,article_101043,0.8181818181818182,True,9,11,0,1,1,1,1,1,1,1,0,1,1
quiz_302346_sibling_1,article_101043,0.8181818181818182,True,9,11,1,0,0,1,1,1,1,1,1,1,1
quiz_302346_sibling_2,article_101043,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302346_sibling_3,article_101043,0.8181818181818182,True,9,11,1,0,1,1,0,1,1,1,1,1,1
quiz_302346_sibling_4,article_101043,0.5454545454545454,False,6,11,0,0,0,0,1,1,0,1,1,1,1
quiz_302347,article_101043,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302347_sibling_1,article_101043,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302347_sibling_2,article_101043,0.8181818181818182,True,9,11,1,1,1,1,1,1,1,1,0,1,0
quiz_302347_sibling_3,article_101043,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302347_sibling_4,article_101043,0.9090909090909091,True,10,11,1,1,1,1,0,1,1,1,1,1,1
quiz_302348,article_101043,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302348_sibling_1,article_101043,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302348_sibling_2,article_101043,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302348_sibling_3,article_101043,0.8181818181818182,True,9,11,1,0,1,1,1,1,1,1,1,1,0
quiz_302353,article_101044,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302353_sibling_1,article_101044,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302353_sibling_2,article_101044,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302353_sibling_3,article_101044,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302353_sibling_4,article_101044,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302354,article_101044,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302354_sibling_1,article_101044,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302354_sibling_2,article_101044,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302354_sibling_3,article_101044,0.8181818181818182,True,9,11,1,1,1,1,1,1,1,1,0,1,0
quiz_302354_sibling_4,article_101044,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302355,article_101044,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,1,1,0
quiz_302355_sibling_1,article_101044,0.6363636363636364,False,7,11,1,0,0,1,0,1,1,1,0,1,1
quiz_302355_sibling_2,article_101044,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302355_sibling_3,article_101044,0.7272727272727273,False,8,11,1,0,1,0,0,1,1,1,1,1,1
quiz_302355_sibling_4,article_101044,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,1,1,0
quiz_302356,article_101044,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302356_sibling_1,article_101044,0.7272727272727273,False,8,11,0,1,1,0,1,1,1,1,1,1,0
quiz_302356_sibling_2,article_101044,0.7272727272727273,False,8,11,1,0,0,1,1,1,1,1,1,1,0
quiz_302356_sibling_3,article_101044,0.7272727272727273,False,8,11,1,0,1,0,1,1,1,1,1,1,0
quiz_302356_sibling_4,article_101044,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,1,1,0
quiz_302361,article_101045,0.9090909090909091,True,10,11,1,0,1,1,1,1,1,1,1,1,1
quiz_302361_sibling_1,article_101045,0.8181818181818182,True,9,11,1,0,1,1,1,1,1,1,1,1,0
quiz_302361_sibling_2,article_101045,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,0,1,1
quiz_302361_sibling_3,article_101045,0.8181818181818182,True,9,11,1,0,0,1,1,1,1,1,1,1,1
quiz_302361_sibling_4,article_101045,0.8181818181818182,True,9,11,1,1,1,1,1,1,1,1,0,1,0
quiz_302362,article_101045,0.5454545454545454,False,6,11,0,0,0,0,1,1,1,1,0,1,1
quiz_302362_sibling_1,article_101045,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302362_sibling_2,article_101045,0.5454545454545454,False,6,11,1,0,1,0,0,1,1,1,0,1,0
quiz_302362_sibling_3,article_101045,0.5454545454545454,False,6,11,1,0,0,1,0,1,1,1,0,1,0
quiz_302362_sibling_4,article_101045,0.7272727272727273,False,8,11,0,1,1,0,1,1,1,1,0,1,1
quiz_302363,article_101045,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302363_sibling_1,article_101045,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302363_sibling_2,article_101045,0.6363636363636364,False,7,11,1,0,0,1,1,1,1,1,0,1,0
quiz_302363_sibling_3,article_101045,0.7272727272727273,False,8,11,1,0,0,1,1,1,1,1,1,1,0
quiz_302363_sibling_4,article_101045,0.7272727272727273,False,8,11,1,0,1,1,1,1,1,1,0,1,0
quiz_302364,article_101045,0.8181818181818182,True,9,11,1,0,1,1,1,1,1,1,0,1,1
quiz_302364_sibling_1,article_101045,0.5454545454545454,False,6,11,0,0,0,1,1,1,1,1,0,1,0
quiz_302364_sibling_2,article_101045,0.5454545454545454,False,6,11,0,1,0,0,1,1,1,1,0,1,0
quiz_302364_sibling_3,article_101045,0.6363636363636364,False,7,11,1,0,1,1,0,1,1,1,0,1,0
quiz_302364_sibling_4,article_101045,0.6363636363636364,False,7,11,0,1,1,0,1,1,1,1,0,1,0
quiz_302365,article_101045,0.45454545454545453,False,5,11,0,0,0,0,1,1,1,1,0,1,0
quiz_302365_sibling_1,article_101045,0.7272727272727273,False,8,11,1,1,1,1,0,1,1,1,0,1,0
quiz_302365_sibling_2,article_101045,0.8181818181818182,True,9,11,1,0,1,1,1,1,1,1,0,1,1
quiz_302365_sibling_3,article_101045,0.6363636363636364,False,7,11,0,1,1,0,1,1,1,1,0,1,0
quiz_302365_sibling_4,article_101045,0.8181818181818182,True,9,11,1,1,1,1,1,1,1,1,0,1,0
quiz_302370,article_101046,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302370_sibling_1,article_101046,0.8181818181818182,True,9,11,1,1,1,1,0,0,1,1,1,1,1
quiz_302370_sibling_2,article_101046,0.7272727272727273,False,8,11,0,1,0,1,0,1,1,1,1,1,1
quiz_302370_sibling_3,article_101046,0.8181818181818182,True,9,11,1,1,1,1,1,1,1,1,0,1,0
quiz_302370_sibling_4,article_101046,0.8181818181818182,True,9,11,1,0,1,1,1,0,1,1,1,1,1
quiz_302371,article_101046,0.8181818181818182,True,9,11,1,1,1,1,1,1,1,1,0,1,0
quiz_302371_sibling_1,article_101046,0.6363636363636364,False,7,11,0,0,1,1,1,1,1,1,0,1,0
quiz_302371_sibling_2,article_101046,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302371_sibling_3,article_101046,0.8181818181818182,True,9,11,1,0,1,1,1,1,1,1,1,1,0
quiz_302371_sibling_4,article_101046,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302372,article_101046,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302372_sibling_1,article_101046,0.2727272727272727,False,3,11,0,0,0,0,0,0,0,1,1,1,0
quiz_302372_sibling_2,article_101046,0.8181818181818182,True,9,11,1,1,1,1,1,1,1,1,0,1,0
quiz_302372_sibling_3,article_101046,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302372_sibling_4,article_101046,0.7272727272727273,False,8,11,1,0,1,1,1,1,1,1,0,1,0
quiz_302373,article_101046,0.7272727272727273,False,8,11,1,0,1,1,1,1,1,1,0,1,0
quiz_302373_sibling_1,article_101046,0.8181818181818182,True,9,11,1,0,1,1,1,1,1,1,0,1,1
quiz_302373_sibling_2,article_101046,0.5454545454545454,False,6,11,1,0,1,1,0,0,1,1,0,1,0
quiz_302373_sibling_3,article_101046,0.7272727272727273,False,8,11,1,0,1,1,1,1,1,1,0,1,0
quiz_302373_sibling_4,article_101046,0.8181818181818182,True,9,11,1,0,1,1,1,1,1,1,1,1,0
quiz_302378,article_101047,0.45454545454545453,False,5,11,0,0,0,0,1,1,1,1,0,1,0
quiz_302378_sibling_1,article_101047,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302378_sibling_2,article_101047,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302378_sibling_3,article_101047,0.7272727272727273,False,8,11,1,1,1,1,0,1,1,1,0,1,0
quiz_302378_sibling_4,article_101047,0.8181818181818182,True,9,11,1,0,1,1,1,1,1,1,1,1,0
quiz_302379,article_101047,0.9090909090909091,True,10,11,1,1,1,1,0,1,1,1,1,1,1
quiz_302379_sibling_1,article_101047,0.7272727272727273,False,8,11,1,0,1,1,0,1,1,1,1,1,0
quiz_302379_sibling_2,article_101047,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302379_sibling_3,article_101047,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,1,1,0
quiz_302379_sibling_4,article_101047,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,1,1,0
quiz_302380,article_101047,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302380_sibling_1,article_101047,0.8181818181818182,True,9,11,1,1,1,1,1,1,1,1,0,1,0
quiz_302380_sibling_2,article_101047,0.7272727272727273,False,8,11,1,0,0,1,1,1,1,1,1,1,0
quiz_302380_sibling_3,article_101047,0.7272727272727273,False,8,11,1,1,1,0,0,1,1,1,1,1,0
quiz_302380_sibling_4,article_101047,0.8181818181818182,True,9,11,1,1,1,1,1,1,1,1,0,1,0
quiz_302381,article_101047,0.8181818181818182,True,9,11,1,0,1,1,1,1,1,1,1,1,0
quiz_302381_sibling_1,article_101047,0.7272727272727273,False,8,11,1,1,1,0,0,1,1,1,1,1,0
quiz_302381_sibling_2,article_101047,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,1,1,0
quiz_302381_sibling_3,article_101047,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,1,1,0
quiz_302381_sibling_4,article_101047,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,1,1,0
quiz_302382,article_101047,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302382_sibling_1,article_101047,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,1,1,0
quiz_302382_sibling_2,article_101047,0.18181818181818182,False,2,11,0,0,0,0,0,0,0,0,1,1,0
quiz_302382_sibling_3,article_101047,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302382_sibling_4,article_101047,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,1,1,0
quiz_302387,article_101048,0.9090909090909091,True,10,11,1,1,1,1,0,1,1,1,1,1,1
quiz_302387_sibling_1,article_101048,0.7272727272727273,False,8,11,1,0,1,1,0,1,1,1,0,1,1
quiz_302387_sibling_2,article_101048,0.7272727272727273,False,8,11,1,0,1,1,0,1,1,1,1,1,0
quiz_302387_sibling_3,article_101048,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,1,1,0
quiz_302387_sibling_4,article_101048,0.7272727272727273,False,8,11,1,1,1,1,0,1,1,1,0,1,0
quiz_302388,article_101048,0.8181818181818182,True,9,11,1,1,1,1,1,1,1,1,0,1,0
quiz_302388_sibling_1,article_101048,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302388_sibling_2,article_101048,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302388_sibling_3,article_101048,0.9090909090909091,True,10,11,1,1,1,1,0,1,1,1,1,1,1
quiz_302388_sibling_4,article_101048,0.9090909090909091,True,10,11,1,1,1,1,0,1,1,1,1,1,1
quiz_302389,article_101048,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302389_sibling_1,article_101048,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302389_sibling_2,article_101048,0.9090909090909091,True,10,11,1,0,1,1,1,1,1,1,1,1,1
quiz_302389_sibling_3,article_101048,0.8181818181818182,True,9,11,1,0,1,1,1,1,1,1,1,1,0
quiz_302389_sibling_4,article_101048,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302390,article_101048,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302390_sibling_1,article_101048,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302390_sibling_2,article_101048,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302390_sibling_3,article_101048,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302390_sibling_4,article_101048,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302395,article_101049,0.8181818181818182,True,9,11,1,0,1,1,1,1,1,1,1,1,0
quiz_302395_sibling_1,article_101049,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302395_sibling_2,article_101049,0.8181818181818182,True,9,11,1,1,1,1,1,1,1,1,0,1,0
quiz_302395_sibling_3,article_101049,0.9090909090909091,True,10,11,1,0,1,1,1,1,1,1,1,1,1
quiz_302395_sibling_4,article_101049,0.8181818181818182,True,9,11,1,1,1,1,1,1,1,1,0,1,0
quiz_302396,article_101049,0.7272727272727273,False,8,11,1,1,1,1,0,1,1,1,0,1,0
quiz_302396_sibling_1,article_101049,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,1,1,0
quiz_302396_sibling_2,article_101049,0.7272727272727273,False,8,11,1,0,1,1,0,1,1,1,1,1,0
quiz_302396_sibling_3,article_101049,0.8181818181818182,True,9,11,1,0,1,1,1,1,1,1,1,1,0
quiz_302396_sibling_4,article_101049,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,1,1,0
quiz_302397,article_101049,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302397_sibling_1,article_101049,0.8181818181818182,True,9,11,1,0,1,1,1,1,1,1,1,1,0
quiz_302397_sibling_2,article_101049,0.8181818181818182,True,9,11,1,1,1,1,1,1,1,1,0,1,0
quiz_302397_sibling_3,article_101049,0.8181818181818182,True,9,11,1,0,1,1,1,1,1,1,1,1,0
quiz_302397_sibling_4,article_101049,0.8181818181818182,True,9,11,1,1,1,1,1,1,1,1,0,1,0
quiz_302398,article_101049,0.8181818181818182,True,9,11,1,0,1,1,0,1,1,1,1,1,1
quiz_302398_sibling_1,article_101049,0.7272727272727273,False,8,11,1,0,0,1,1,1,1,1,1,1,0
quiz_302398_sibling_2,article_101049,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302398_sibling_3,article_101049,0.6363636363636364,False,7,11,0,1,0,1,1,1,1,1,0,1,0
quiz_302398_sibling_4,article_101049,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302399,article_101049,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302399_sibling_1,article_101049,0.6363636363636364,False,7,11,1,0,1,1,0,1,1,0,1,1,0
quiz_302399_sibling_2,article_101049,0.6363636363636364,False,7,11,1,0,1,1,0,1,1,1,0,1,0
quiz_302399_sibling_3,article_101049,0.8181818181818182,True,9,11,1,1,1,1,1,1,1,1,0,1,0
quiz_302399_sibling_4,article_101049,0.7272727272727273,False,8,11,1,0,1,1,1,1,1,0,1,1,0
quiz_302404,article_101050,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302404_sibling_1,article_101050,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,0,1,1
quiz_302404_sibling_2,article_101050,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,0,1,1
quiz_302404_sibling_3,article_101050,0.9090909090909091,True,10,11,1,0,1,1,1,1,1,1,1,1,1
quiz_302404_sibling_4,article_101050,0.7272727272727273,False,8,11,1,1,1,1,0,0,0,1,1,1,1
quiz_302405,article_101050,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302405_sibling_1,article_101050,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302405_sibling_2,article_101050,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,1,1,0
quiz_302405_sibling_3,article_101050,0.8181818181818182,True,9,11,1,1,1,1,0,1,1,1,0,1,1
quiz_302405_sibling_4,article_101050,0.9090909090909091,True,10,11,1,1,1,1,0,1,1,1,1,1,1
quiz_302406,article_101050,0.9090909090909091,True,10,11,1,1,1,1,0,1,1,1,1,1,1
quiz_302406_sibling_1,article_101050,0.7272727272727273,False,8,11,1,1,1,1,0,0,0,1,1,1,1
quiz_302406_sibling_2,article_101050,0.8181818181818182,True,9,11,1,0,1,1,0,1,1,1,1,1,1
quiz_302406_sibling_3,article_101050,0.9090909090909091,True,10,11,1,1,1,1,0,1,1,1,1,1,1
quiz_302406_sibling_4,article_101050,0.36363636363636365,False,4,11,0,0,0,1,0,0,0,0,1,1,1
quiz_302407,article_101050,0.9090909090909091,True,10,11,0,1,1,1,1,1,1,1,1,1,1
quiz_302407_sibling_1,article_101050,0.9090909090909091,True,10,11,1,1,1,1,1,1,1,1,1,1,0
quiz_302407_sibling_2,article_101050,1.0,True,11,11,1,1,1,1,1,1,1,1,1,1,1
quiz_302407_sibling_3,article_101050,0.8181818181818182,True,9,11,1,1,1,1,1,1,1,1,0,1,0
quiz_302407_sibling_4,article_101050,0.8181818181818182,True,9,11,1,1,1,1,1,1,1,1,0,1,0
