question_id,status,score,checks_passed,checks_total,question_text,option_A,option_B,option_C,option_D,correct_answer,CCSS,DOK,01_correctness_explanation_status,01_correctness_explanation_reason,02_textual_evidence_status,02_textual_evidence_reason,03_skill_reinforcement_status,03_skill_reinforcement_reason,04_specific_error_status,04_specific_error_reason,05_misconception_diagnosis_status,05_misconception_diagnosis_reason,06_textual_refutation_status,06_textual_refutation_reason,07_correct_guidance_status,07_correct_guidance_reason,08_actionable_strategy_status,08_actionable_strategy_reason,09_reasoning_model_status,09_reasoning_model_reason,10_tone_status,10_tone_reason,11_conciseness_status,11_conciseness_reason,12_grade_appropriateness_status,12_grade_appropriateness_reason
quiz_302006_sibling_3,✅ PASSED,89%,8,9,What happens as a result of Aladdin collecting too many gems?,His bag becomes too heavy to climb out easily.,The magician refuses to help him at all.,The cave begins to collapse around him.,The magic ring stops working properly.,A,RL.3.3,2,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,
quiz_302006_sibling_3,❌ FAILED,67%,6,9,What happens as a result of Aladdin collecting too many gems?,His bag becomes too heavy to climb out easily.,The magician refuses to help him at all.,The cave begins to collapse around him.,The magic ring stops working properly.,A,RL.3.3,2,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,
quiz_302006_sibling_3,✅ PASSED,78%,7,9,What happens as a result of Aladdin collecting too many gems?,His bag becomes too heavy to climb out easily.,The magician refuses to help him at all.,The cave begins to collapse around him.,The magic ring stops working properly.,A,RL.3.3,2,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,
quiz_302006_sibling_4,✅ PASSED,83%,5,6,Why does Aladdin say he cannot reach the lamp when the magician asks for it?,The lamp is buried deep in his heavy bag.,He dropped the lamp somewhere in the cave.,The lamp is still hanging in the garden tree.,He wants to keep the lamp for himself.,A,RL.3.3,2,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,
quiz_302006_sibling_4,✅ PASSED,78%,7,9,Why does Aladdin say he cannot reach the lamp when the magician asks for it?,The lamp is buried deep in his heavy bag.,He dropped the lamp somewhere in the cave.,The lamp is still hanging in the garden tree.,He wants to keep the lamp for himself.,A,RL.3.3,2,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,
quiz_302006_sibling_4,✅ PASSED,78%,7,9,Why does Aladdin say he cannot reach the lamp when the magician asks for it?,The lamp is buried deep in his heavy bag.,He dropped the lamp somewhere in the cave.,The lamp is still hanging in the garden tree.,He wants to keep the lamp for himself.,A,RL.3.3,2,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,
quiz_302006_sibling_4,✅ PASSED,78%,7,9,Why does Aladdin say he cannot reach the lamp when the magician asks for it?,The lamp is buried deep in his heavy bag.,He dropped the lamp somewhere in the cave.,The lamp is still hanging in the garden tree.,He wants to keep the lamp for himself.,A,RL.3.3,2,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,
quiz_302007_sibling_1,✅ PASSED,83%,5,6,"Based on the story, what is the main lesson about making promises?",Not all promises from strangers can be trusted.,Always keep your promises no matter what happens.,Making promises to family members is most important.,Promises about money will always come true.,A,RL.3.2,3,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,
quiz_302007_sibling_1,❌ FAILED,67%,6,9,"Based on the story, what is the main lesson about making promises?",Not all promises from strangers can be trusted.,Always keep your promises no matter what happens.,Making promises to family members is most important.,Promises about money will always come true.,A,RL.3.2,3,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,
quiz_302007_sibling_1,✅ PASSED,100%,9,9,"Based on the story, what is the main lesson about making promises?",Not all promises from strangers can be trusted.,Always keep your promises no matter what happens.,Making promises to family members is most important.,Promises about money will always come true.,A,RL.3.2,3,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,
quiz_302007_sibling_1,✅ PASSED,89%,8,9,"Based on the story, what is the main lesson about making promises?",Not all promises from strangers can be trusted.,Always keep your promises no matter what happens.,Making promises to family members is most important.,Promises about money will always come true.,A,RL.3.2,3,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,
quiz_302007_sibling_2,✅ PASSED,83%,5,6,What lesson does the story teach about greed?,Greed can cause people to hurt others to get what they want.,Greedy people always get exactly what they deserve.,Working hard is better than being greedy for treasure.,Greed only happens to poor people who want money.,A,RL.3.2,3,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,
quiz_302007_sibling_2,✅ PASSED,78%,7,9,What lesson does the story teach about greed?,Greed can cause people to hurt others to get what they want.,Greedy people always get exactly what they deserve.,Working hard is better than being greedy for treasure.,Greed only happens to poor people who want money.,A,RL.3.2,3,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,
quiz_302007_sibling_2,❌ FAILED,44%,4,9,What lesson does the story teach about greed?,Greed can cause people to hurt others to get what they want.,Greedy people always get exactly what they deserve.,Working hard is better than being greedy for treasure.,Greed only happens to poor people who want money.,A,RL.3.2,3,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,
quiz_302007_sibling_2,✅ PASSED,89%,8,9,What lesson does the story teach about greed?,Greed can cause people to hurt others to get what they want.,Greedy people always get exactly what they deserve.,Working hard is better than being greedy for treasure.,Greed only happens to poor people who want money.,A,RL.3.2,3,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,
quiz_302007_sibling_3,✅ PASSED,83%,5,6,What does this story teach about judging people?,You cannot always tell if someone is good by how they act at first.,People who hug you are always telling the truth.,Magicians are always dishonest and cannot be trusted.,Poor people are more honest than rich people.,A,RL.3.2,3,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,
quiz_302007_sibling_3,❌ FAILED,67%,6,9,What does this story teach about judging people?,You cannot always tell if someone is good by how they act at first.,People who hug you are always telling the truth.,Magicians are always dishonest and cannot be trusted.,Poor people are more honest than rich people.,A,RL.3.2,3,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,
quiz_302007_sibling_3,❌ FAILED,67%,6,9,What does this story teach about judging people?,You cannot always tell if someone is good by how they act at first.,People who hug you are always telling the truth.,Magicians are always dishonest and cannot be trusted.,Poor people are more honest than rich people.,A,RL.3.2,3,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,
quiz_302007_sibling_3,❌ FAILED,67%,6,9,What does this story teach about judging people?,You cannot always tell if someone is good by how they act at first.,People who hug you are always telling the truth.,Magicians are always dishonest and cannot be trusted.,Poor people are more honest than rich people.,A,RL.3.2,3,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,
quiz_302007_sibling_4,✅ PASSED,83%,5,6,What does the story suggest about being patient?,Impatience can lead to making bad decisions that hurt others.,Patient people always get magical treasures in the end.,Being impatient helps you get things done faster.,Only children need to learn to be patient.,A,RL.3.2,3,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,
quiz_302007_sibling_4,❌ FAILED,56%,5,9,What does the story suggest about being patient?,Impatience can lead to making bad decisions that hurt others.,Patient people always get magical treasures in the end.,Being impatient helps you get things done faster.,Only children need to learn to be patient.,A,RL.3.2,3,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,
quiz_302007_sibling_4,✅ PASSED,89%,8,9,What does the story suggest about being patient?,Impatience can lead to making bad decisions that hurt others.,Patient people always get magical treasures in the end.,Being impatient helps you get things done faster.,Only children need to learn to be patient.,A,RL.3.2,3,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,
quiz_302007_sibling_4,✅ PASSED,100%,9,9,What does the story suggest about being patient?,Impatience can lead to making bad decisions that hurt others.,Patient people always get magical treasures in the end.,Being impatient helps you get things done faster.,Only children need to learn to be patient.,A,RL.3.2,3,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,
quiz_302008_sibling_1,✅ PASSED,83%,5,6,The magician pretends to be Aladdin's uncle so he can trick Aladdin into helping him. What does this show about the magician's character?,He is dishonest and willing to lie to get what he wants.,He truly cares about Aladdin and wants to help him.,He is confused and really believes he is Aladdin's uncle.,He is generous and wants to share the treasure with Aladdin.,A,RL.3.2,3,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,
quiz_302008_sibling_1,✅ PASSED,100%,9,9,The magician pretends to be Aladdin's uncle so he can trick Aladdin into helping him. What does this show about the magician's character?,He is dishonest and willing to lie to get what he wants.,He truly cares about Aladdin and wants to help him.,He is confused and really believes he is Aladdin's uncle.,He is generous and wants to share the treasure with Aladdin.,A,RL.3.2,3,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,
quiz_302008_sibling_1,✅ PASSED,100%,9,9,The magician pretends to be Aladdin's uncle so he can trick Aladdin into helping him. What does this show about the magician's character?,He is dishonest and willing to lie to get what he wants.,He truly cares about Aladdin and wants to help him.,He is confused and really believes he is Aladdin's uncle.,He is generous and wants to share the treasure with Aladdin.,A,RL.3.2,3,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,
quiz_302008_sibling_1,✅ PASSED,89%,8,9,The magician pretends to be Aladdin's uncle so he can trick Aladdin into helping him. What does this show about the magician's character?,He is dishonest and willing to lie to get what he wants.,He truly cares about Aladdin and wants to help him.,He is confused and really believes he is Aladdin's uncle.,He is generous and wants to share the treasure with Aladdin.,A,RL.3.2,3,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,
quiz_302008_sibling_2,✅ PASSED,100%,6,6,Why does the magician choose Aladdin specifically to help him find the lamp?,He thinks Aladdin will follow directions without asking questions.,He knows Aladdin has special magical powers.,He believes Aladdin is the strongest boy in the city.,He wants to make Aladdin rich because they are related.,A,RL.3.2,3,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,
quiz_302008_sibling_2,✅ PASSED,100%,9,9,Why does the magician choose Aladdin specifically to help him find the lamp?,He thinks Aladdin will follow directions without asking questions.,He knows Aladdin has special magical powers.,He believes Aladdin is the strongest boy in the city.,He wants to make Aladdin rich because they are related.,A,RL.3.2,3,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,
quiz_302008_sibling_2,✅ PASSED,100%,9,9,Why does the magician choose Aladdin specifically to help him find the lamp?,He thinks Aladdin will follow directions without asking questions.,He knows Aladdin has special magical powers.,He believes Aladdin is the strongest boy in the city.,He wants to make Aladdin rich because they are related.,A,RL.3.2,3,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,
quiz_302008_sibling_2,✅ PASSED,89%,8,9,Why does the magician choose Aladdin specifically to help him find the lamp?,He thinks Aladdin will follow directions without asking questions.,He knows Aladdin has special magical powers.,He believes Aladdin is the strongest boy in the city.,He wants to make Aladdin rich because they are related.,A,RL.3.2,3,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,
quiz_302008_sibling_3,✅ PASSED,83%,5,6,What does the magician's action of trapping Aladdin reveal about him?,"He only cares about getting the lamp, not about Aladdin's safety.",He is protecting Aladdin from dangerous treasures in the cave.,He plans to come back later to rescue Aladdin from the cave.,He accidentally trapped Aladdin without meaning to do it.,A,RL.3.2,3,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,
quiz_302008_sibling_3,✅ PASSED,89%,8,9,What does the magician's action of trapping Aladdin reveal about him?,"He only cares about getting the lamp, not about Aladdin's safety.",He is protecting Aladdin from dangerous treasures in the cave.,He plans to come back later to rescue Aladdin from the cave.,He accidentally trapped Aladdin without meaning to do it.,A,RL.3.2,3,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,
quiz_302008_sibling_3,✅ PASSED,100%,9,9,What does the magician's action of trapping Aladdin reveal about him?,"He only cares about getting the lamp, not about Aladdin's safety.",He is protecting Aladdin from dangerous treasures in the cave.,He plans to come back later to rescue Aladdin from the cave.,He accidentally trapped Aladdin without meaning to do it.,A,RL.3.2,3,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,
quiz_302008_sibling_3,✅ PASSED,78%,7,9,What does the magician's action of trapping Aladdin reveal about him?,"He only cares about getting the lamp, not about Aladdin's safety.",He is protecting Aladdin from dangerous treasures in the cave.,He plans to come back later to rescue Aladdin from the cave.,He accidentally trapped Aladdin without meaning to do it.,A,RL.3.2,3,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,
quiz_302008_sibling_4,✅ PASSED,100%,6,6,What does Aladdin's mother's reaction to the stranger tell you about her?,She is trusting and believes what people tell her.,She knows the man is lying but pretends to believe him.,She is suspicious and doesn't want the man in her home.,She remembers meeting the man many years ago.,A,RL.3.2,3,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,
quiz_302008_sibling_4,✅ PASSED,78%,7,9,What does Aladdin's mother's reaction to the stranger tell you about her?,She is trusting and believes what people tell her.,She knows the man is lying but pretends to believe him.,She is suspicious and doesn't want the man in her home.,She remembers meeting the man many years ago.,A,RL.3.2,3,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,
quiz_302008_sibling_4,✅ PASSED,78%,7,9,What does Aladdin's mother's reaction to the stranger tell you about her?,She is trusting and believes what people tell her.,She knows the man is lying but pretends to believe him.,She is suspicious and doesn't want the man in her home.,She remembers meeting the man many years ago.,A,RL.3.2,3,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,
quiz_302008_sibling_4,✅ PASSED,89%,8,9,What does Aladdin's mother's reaction to the stranger tell you about her?,She is trusting and believes what people tell her.,She knows the man is lying but pretends to believe him.,She is suspicious and doesn't want the man in her home.,She remembers meeting the man many years ago.,A,RL.3.2,3,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,,❌,
